file,model,gen,batch,problem_key,diagnostic_name,category,level,message
human/soln1/00000/0038_571_E._Geometric_Progressions,human,soln1,00000,571_E._Geometric_Progressions,bugprone-easily-swappable-parameters,bugprone,Warning,2 adjacent parameters of 'IT' of similar type ('long long') are easily swapped by mistake
human/soln1/00000/0038_571_E._Geometric_Progressions,human,soln1,00000,571_E._Geometric_Progressions,modernize-avoid-c-arrays,modernize,Warning,"do not declare C-style arrays, use 'std::array' instead"
human/soln1/00000/0038_571_E._Geometric_Progressions,human,soln1,00000,571_E._Geometric_Progressions,modernize-avoid-c-arrays,modernize,Warning,"do not declare C-style arrays, use 'std::array' instead"
human/soln1/00000/0038_571_E._Geometric_Progressions,human,soln1,00000,571_E._Geometric_Progressions,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0038_571_E._Geometric_Progressions,human,soln1,00000,571_E._Geometric_Progressions,modernize-return-braced-init-list,modernize,Warning,avoid repeating the return type from the declaration; use a braced initializer list instead
human/soln1/00000/0038_571_E._Geometric_Progressions,human,soln1,00000,571_E._Geometric_Progressions,modernize-avoid-c-arrays,modernize,Warning,"do not declare C-style arrays, use 'std::array' instead"
human/soln1/00000/0038_571_E._Geometric_Progressions,human,soln1,00000,571_E._Geometric_Progressions,modernize-avoid-c-arrays,modernize,Warning,"do not declare C-style arrays, use 'std::array' instead"
human/soln1/00000/0038_571_E._Geometric_Progressions,human,soln1,00000,571_E._Geometric_Progressions,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0038_571_E._Geometric_Progressions,human,soln1,00000,571_E._Geometric_Progressions,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0038_571_E._Geometric_Progressions,human,soln1,00000,571_E._Geometric_Progressions,bugprone-easily-swappable-parameters,bugprone,Warning,2 adjacent parameters of 'ksm' of similar type ('long long') are easily swapped by mistake
human/soln1/00000/0038_571_E._Geometric_Progressions,human,soln1,00000,571_E._Geometric_Progressions,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0228_p02876_AtCoder_Grand_Contest_040_-_Balance_Beam,human,soln1,00000,p02876_AtCoder_Grand_Contest_040_-_Balance_Beam,bugprone-macro-parentheses,bugprone,Warning,macro argument should be enclosed in parentheses
human/soln1/00000/0228_p02876_AtCoder_Grand_Contest_040_-_Balance_Beam,human,soln1,00000,p02876_AtCoder_Grand_Contest_040_-_Balance_Beam,bugprone-macro-parentheses,bugprone,Warning,macro argument should be enclosed in parentheses
human/soln1/00000/0228_p02876_AtCoder_Grand_Contest_040_-_Balance_Beam,human,soln1,00000,p02876_AtCoder_Grand_Contest_040_-_Balance_Beam,bugprone-macro-parentheses,bugprone,Warning,macro argument should be enclosed in parentheses
human/soln1/00000/0228_p02876_AtCoder_Grand_Contest_040_-_Balance_Beam,human,soln1,00000,p02876_AtCoder_Grand_Contest_040_-_Balance_Beam,modernize-avoid-c-arrays,modernize,Warning,"do not declare C-style arrays, use 'std::array' instead"
human/soln1/00000/0228_p02876_AtCoder_Grand_Contest_040_-_Balance_Beam,human,soln1,00000,p02876_AtCoder_Grand_Contest_040_-_Balance_Beam,modernize-avoid-c-arrays,modernize,Warning,"do not declare C-style arrays, use 'std::array' instead"
human/soln1/00000/0228_p02876_AtCoder_Grand_Contest_040_-_Balance_Beam,human,soln1,00000,p02876_AtCoder_Grand_Contest_040_-_Balance_Beam,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0228_p02876_AtCoder_Grand_Contest_040_-_Balance_Beam,human,soln1,00000,p02876_AtCoder_Grand_Contest_040_-_Balance_Beam,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0228_p02876_AtCoder_Grand_Contest_040_-_Balance_Beam,human,soln1,00000,p02876_AtCoder_Grand_Contest_040_-_Balance_Beam,modernize-use-nullptr,modernize,Warning,use nullptr
human/soln1/00000/0228_p02876_AtCoder_Grand_Contest_040_-_Balance_Beam,human,soln1,00000,p02876_AtCoder_Grand_Contest_040_-_Balance_Beam,modernize-use-nullptr,modernize,Warning,use nullptr
human/soln1/00000/0228_p02876_AtCoder_Grand_Contest_040_-_Balance_Beam,human,soln1,00000,p02876_AtCoder_Grand_Contest_040_-_Balance_Beam,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this lambda
human/soln1/00000/0228_p02876_AtCoder_Grand_Contest_040_-_Balance_Beam,human,soln1,00000,p02876_AtCoder_Grand_Contest_040_-_Balance_Beam,clang-analyzer-security.ArrayBound,analyzer,Warning,Out of bound access to memory preceding 'sm'
human/soln1/00000/0228_p02876_AtCoder_Grand_Contest_040_-_Balance_Beam,human,soln1,00000,p02876_AtCoder_Grand_Contest_040_-_Balance_Beam,clang-analyzer-security.ArrayBound,analyzer,Warning,Out of bound access to memory preceding 'a'
human/soln1/00000/0086_1065_F._Up_and_Down_the_Tree,human,soln1,00000,1065_F._Up_and_Down_the_Tree,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0086_1065_F._Up_and_Down_the_Tree,human,soln1,00000,1065_F._Up_and_Down_the_Tree,bugprone-narrowing-conversions,bugprone,Warning,narrowing conversion from 'int' to signed type 'char' is implementation-defined
human/soln1/00000/0086_1065_F._Up_and_Down_the_Tree,human,soln1,00000,1065_F._Up_and_Down_the_Tree,bugprone-narrowing-conversions,bugprone,Warning,narrowing conversion from 'int' to signed type 'char' is implementation-defined
human/soln1/00000/0086_1065_F._Up_and_Down_the_Tree,human,soln1,00000,1065_F._Up_and_Down_the_Tree,bugprone-narrowing-conversions,bugprone,Warning,narrowing conversion from 'int' to signed type 'char' is implementation-defined
human/soln1/00000/0086_1065_F._Up_and_Down_the_Tree,human,soln1,00000,1065_F._Up_and_Down_the_Tree,modernize-avoid-c-arrays,modernize,Warning,"do not declare C-style arrays, use 'std::array' instead"
human/soln1/00000/0086_1065_F._Up_and_Down_the_Tree,human,soln1,00000,1065_F._Up_and_Down_the_Tree,bugprone-easily-swappable-parameters,bugprone,Warning,2 adjacent parameters of 'add' of similar type ('int') are easily swapped by mistake
human/soln1/00000/0086_1065_F._Up_and_Down_the_Tree,human,soln1,00000,1065_F._Up_and_Down_the_Tree,clang-analyzer-security.ArrayBound,analyzer,Warning,Potential out of bound access to 'head' with tainted index
human/soln1/00000/0086_1065_F._Up_and_Down_the_Tree,human,soln1,00000,1065_F._Up_and_Down_the_Tree,modernize-avoid-c-arrays,modernize,Warning,"do not declare C-style arrays, use 'std::array' instead"
human/soln1/00000/0086_1065_F._Up_and_Down_the_Tree,human,soln1,00000,1065_F._Up_and_Down_the_Tree,modernize-use-bool-literals,modernize,Warning,"converting integer literal to bool, use bool literal instead"
human/soln1/00000/0086_1065_F._Up_and_Down_the_Tree,human,soln1,00000,1065_F._Up_and_Down_the_Tree,modernize-use-bool-literals,modernize,Warning,"converting integer literal to bool, use bool literal instead"
human/soln1/00000/0086_1065_F._Up_and_Down_the_Tree,human,soln1,00000,1065_F._Up_and_Down_the_Tree,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0086_1065_F._Up_and_Down_the_Tree,human,soln1,00000,1065_F._Up_and_Down_the_Tree,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0266_1285_C._Fadi_and_LCM,human,soln1,00000,1285_C._Fadi_and_LCM,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0266_1285_C._Fadi_and_LCM,human,soln1,00000,1285_C._Fadi_and_LCM,bugprone-narrowing-conversions,bugprone,Warning,narrowing conversion from 'size_type' (aka 'unsigned long') to signed type 'int' is implementation-defined
human/soln1/00000/0266_1285_C._Fadi_and_LCM,human,soln1,00000,1285_C._Fadi_and_LCM,performance-avoid-endl,performance,Warning,do not use 'endl' with streams; use '\n' instead
human/soln1/00000/0256_1075_D._Intersecting_Subtrees,human,soln1,00000,1075_D._Intersecting_Subtrees,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0256_1075_D._Intersecting_Subtrees,human,soln1,00000,1075_D._Intersecting_Subtrees,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0256_1075_D._Intersecting_Subtrees,human,soln1,00000,1075_D._Intersecting_Subtrees,performance-avoid-endl,performance,Warning,do not use 'endl' with streams; use '\n' instead
human/soln1/00000/0256_1075_D._Intersecting_Subtrees,human,soln1,00000,1075_D._Intersecting_Subtrees,bugprone-narrowing-conversions,bugprone,Warning,narrowing conversion from 'size_type' (aka 'unsigned long') to signed type 'long long' is implementation-defined
human/soln1/00000/0256_1075_D._Intersecting_Subtrees,human,soln1,00000,1075_D._Intersecting_Subtrees,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0256_1075_D._Intersecting_Subtrees,human,soln1,00000,1075_D._Intersecting_Subtrees,performance-avoid-endl,performance,Warning,do not use 'endl' with streams; use '\n' instead
human/soln1/00000/0256_1075_D._Intersecting_Subtrees,human,soln1,00000,1075_D._Intersecting_Subtrees,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0256_1075_D._Intersecting_Subtrees,human,soln1,00000,1075_D._Intersecting_Subtrees,performance-avoid-endl,performance,Warning,do not use 'endl' with streams; use '\n' instead
human/soln1/00000/0256_1075_D._Intersecting_Subtrees,human,soln1,00000,1075_D._Intersecting_Subtrees,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0256_1075_D._Intersecting_Subtrees,human,soln1,00000,1075_D._Intersecting_Subtrees,bugprone-easily-swappable-parameters,bugprone,Warning,2 adjacent parameters of 'solve' of similar type ('long long') are easily swapped by mistake
human/soln1/00000/0256_1075_D._Intersecting_Subtrees,human,soln1,00000,1075_D._Intersecting_Subtrees,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0256_1075_D._Intersecting_Subtrees,human,soln1,00000,1075_D._Intersecting_Subtrees,modernize-use-nullptr,modernize,Warning,use nullptr
human/soln1/00000/0256_1075_D._Intersecting_Subtrees,human,soln1,00000,1075_D._Intersecting_Subtrees,clang-analyzer-core.CallAndMessage,analyzer,Warning,1st function call argument is an uninitialized value
human/soln1/00000/0256_1075_D._Intersecting_Subtrees,human,soln1,00000,1075_D._Intersecting_Subtrees,performance-avoid-endl,performance,Warning,do not use 'endl' with streams; use '\n' instead
human/soln1/00000/0256_1075_D._Intersecting_Subtrees,human,soln1,00000,1075_D._Intersecting_Subtrees,performance-avoid-endl,performance,Warning,do not use 'endl' with streams; use '\n' instead
human/soln1/00000/0111_290_D._Orange,human,soln1,00000,290_D._Orange,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0111_290_D._Orange,human,soln1,00000,290_D._Orange,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0111_290_D._Orange,human,soln1,00000,290_D._Orange,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0111_290_D._Orange,human,soln1,00000,290_D._Orange,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0111_290_D._Orange,human,soln1,00000,290_D._Orange,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0111_290_D._Orange,human,soln1,00000,290_D._Orange,bugprone-narrowing-conversions,bugprone,Warning,narrowing conversion from 'int' to signed type 'char' is implementation-defined
human/soln1/00000/0111_290_D._Orange,human,soln1,00000,290_D._Orange,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0111_290_D._Orange,human,soln1,00000,290_D._Orange,bugprone-narrowing-conversions,bugprone,Warning,narrowing conversion from 'int' to signed type 'char' is implementation-defined
human/soln1/00000/0111_290_D._Orange,human,soln1,00000,290_D._Orange,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0111_290_D._Orange,human,soln1,00000,290_D._Orange,performance-avoid-endl,performance,Warning,do not use 'endl' with streams; use '\n' instead
human/soln1/00000/0051_868_A._Bark_to_Unlock,human,soln1,00000,868_A._Bark_to_Unlock,modernize-avoid-c-arrays,modernize,Warning,"do not declare C-style arrays, use 'std::array' instead"
human/soln1/00000/0051_868_A._Bark_to_Unlock,human,soln1,00000,868_A._Bark_to_Unlock,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0051_868_A._Bark_to_Unlock,human,soln1,00000,868_A._Bark_to_Unlock,clang-diagnostic-null-arithmetic,compiler-warning,Warning,comparison between NULL and non-pointer ('int' and NULL)
human/soln1/00000/0082_p02260_Selection_Sort,human,soln1,00000,p02260_Selection_Sort,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0082_p02260_Selection_Sort,human,soln1,00000,p02260_Selection_Sort,modernize-redundant-void-arg,modernize,Warning,redundant void argument list in function definition
human/soln1/00000/0082_p02260_Selection_Sort,human,soln1,00000,p02260_Selection_Sort,modernize-avoid-c-arrays,modernize,Warning,"do not declare C-style arrays, use 'std::array' instead"
human/soln1/00000/0082_p02260_Selection_Sort,human,soln1,00000,p02260_Selection_Sort,performance-avoid-endl,performance,Warning,do not use 'endl' with streams; use '\n' instead
human/soln1/00000/0258_1117_F._Crisp_String,human,soln1,00000,1117_F._Crisp_String,modernize-avoid-c-arrays,modernize,Warning,"do not declare C-style arrays, use 'std::array' instead"
human/soln1/00000/0258_1117_F._Crisp_String,human,soln1,00000,1117_F._Crisp_String,modernize-avoid-c-arrays,modernize,Warning,"do not declare C-style arrays, use 'std::array' instead"
human/soln1/00000/0258_1117_F._Crisp_String,human,soln1,00000,1117_F._Crisp_String,modernize-avoid-c-arrays,modernize,Warning,"do not declare C-style arrays, use 'std::array' instead"
human/soln1/00000/0258_1117_F._Crisp_String,human,soln1,00000,1117_F._Crisp_String,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0135_851_B._Arpa_and_an_exam_about_geometry,human,soln1,00000,851_B._Arpa_and_an_exam_about_geometry,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0135_851_B._Arpa_and_an_exam_about_geometry,human,soln1,00000,851_B._Arpa_and_an_exam_about_geometry,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0196_283_D._Cows_and_Cool_Sequences,human,soln1,00000,283_D._Cows_and_Cool_Sequences,modernize-avoid-c-arrays,modernize,Warning,"do not declare C-style arrays, use 'std::array' instead"
human/soln1/00000/0196_283_D._Cows_and_Cool_Sequences,human,soln1,00000,283_D._Cows_and_Cool_Sequences,modernize-avoid-c-arrays,modernize,Warning,"do not declare C-style arrays, use 'std::array' instead"
human/soln1/00000/0196_283_D._Cows_and_Cool_Sequences,human,soln1,00000,283_D._Cows_and_Cool_Sequences,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0196_283_D._Cows_and_Cool_Sequences,human,soln1,00000,283_D._Cows_and_Cool_Sequences,bugprone-narrowing-conversions,bugprone,Warning,narrowing conversion from 'int' to signed type 'char' is implementation-defined
human/soln1/00000/0196_283_D._Cows_and_Cool_Sequences,human,soln1,00000,283_D._Cows_and_Cool_Sequences,bugprone-narrowing-conversions,bugprone,Warning,narrowing conversion from 'int' to signed type 'char' is implementation-defined
human/soln1/00000/0196_283_D._Cows_and_Cool_Sequences,human,soln1,00000,283_D._Cows_and_Cool_Sequences,bugprone-narrowing-conversions,bugprone,Warning,narrowing conversion from 'int' to signed type 'char' is implementation-defined
human/soln1/00000/0196_283_D._Cows_and_Cool_Sequences,human,soln1,00000,283_D._Cows_and_Cool_Sequences,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0196_283_D._Cows_and_Cool_Sequences,human,soln1,00000,283_D._Cows_and_Cool_Sequences,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0196_283_D._Cows_and_Cool_Sequences,human,soln1,00000,283_D._Cows_and_Cool_Sequences,bugprone-narrowing-conversions,bugprone,Warning,narrowing conversion from 'long long' to signed type 'int' is implementation-defined
human/soln1/00000/0196_283_D._Cows_and_Cool_Sequences,human,soln1,00000,283_D._Cows_and_Cool_Sequences,clang-analyzer-security.ArrayBound,analyzer,Warning,Out of bound access to memory after the end of 'a'
human/soln1/00000/0196_283_D._Cows_and_Cool_Sequences,human,soln1,00000,283_D._Cows_and_Cool_Sequences,clang-analyzer-security.ArrayBound,analyzer,Warning,Out of bound access to memory around 'a'
human/soln1/00000/0196_283_D._Cows_and_Cool_Sequences,human,soln1,00000,283_D._Cows_and_Cool_Sequences,clang-analyzer-security.ArrayBound,analyzer,Warning,Potential out of bound access to 'a' with tainted index
human/soln1/00000/0216_774_K._Stepan_and_Vowels,human,soln1,00000,774_K._Stepan_and_Vowels,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0216_774_K._Stepan_and_Vowels,human,soln1,00000,774_K._Stepan_and_Vowels,modernize-redundant-void-arg,modernize,Warning,redundant void argument list in function definition
human/soln1/00000/0216_774_K._Stepan_and_Vowels,human,soln1,00000,774_K._Stepan_and_Vowels,modernize-avoid-c-arrays,modernize,Warning,"do not declare C-style arrays, use 'std::array' instead"
human/soln1/00000/0216_774_K._Stepan_and_Vowels,human,soln1,00000,774_K._Stepan_and_Vowels,clang-diagnostic-error,compiler-warning,Error,use of undeclared identifier 'gets'
human/soln1/00000/0216_774_K._Stepan_and_Vowels,human,soln1,00000,774_K._Stepan_and_Vowels,modernize-avoid-c-arrays,modernize,Warning,"do not declare C VLA arrays, use 'std::vector' instead"
human/soln1/00000/0216_774_K._Stepan_and_Vowels,human,soln1,00000,774_K._Stepan_and_Vowels,clang-diagnostic-vla-cxx-extension,compiler-warning,Warning,variable length arrays in C++ are a Clang extension
human/soln1/00000/0216_774_K._Stepan_and_Vowels,human,soln1,00000,774_K._Stepan_and_Vowels,clang-diagnostic-error,compiler-warning,Error,use of undeclared identifier 'gets'
human/soln1/00000/0060_p03013_AtCoder_Beginner_Contest_129_-_Typical_Stairs,human,soln1,00000,p03013_AtCoder_Beginner_Contest_129_-_Typical_Stairs,modernize-use-using,modernize,Warning,use 'using' instead of 'typedef'
human/soln1/00000/0060_p03013_AtCoder_Beginner_Contest_129_-_Typical_Stairs,human,soln1,00000,p03013_AtCoder_Beginner_Contest_129_-_Typical_Stairs,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0060_p03013_AtCoder_Beginner_Contest_129_-_Typical_Stairs,human,soln1,00000,p03013_AtCoder_Beginner_Contest_129_-_Typical_Stairs,performance-avoid-endl,performance,Warning,do not use 'endl' with streams; use '\n' instead
human/soln1/00000/0036_519_B._A_and_B_and_Compilation_Errors,human,soln1,00000,519_B._A_and_B_and_Compilation_Errors,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0036_519_B._A_and_B_and_Compilation_Errors,human,soln1,00000,519_B._A_and_B_and_Compilation_Errors,modernize-avoid-c-arrays,modernize,Warning,"do not declare C-style arrays, use 'std::array' instead"
human/soln1/00000/0036_519_B._A_and_B_and_Compilation_Errors,human,soln1,00000,519_B._A_and_B_and_Compilation_Errors,modernize-loop-convert,modernize,Warning,use range-based for loop instead
human/soln1/00000/0036_519_B._A_and_B_and_Compilation_Errors,human,soln1,00000,519_B._A_and_B_and_Compilation_Errors,performance-avoid-endl,performance,Warning,do not use 'endl' with streams; use '\n' instead
human/soln1/00000/0197_306_C._White__Black_and_White_Again,human,soln1,00000,306_C._White__Black_and_White_Again,modernize-avoid-c-arrays,modernize,Warning,"do not declare C-style arrays, use 'std::array' instead"
human/soln1/00000/0197_306_C._White__Black_and_White_Again,human,soln1,00000,306_C._White__Black_and_White_Again,modernize-avoid-c-arrays,modernize,Warning,"do not declare C-style arrays, use 'std::array' instead"
human/soln1/00000/0197_306_C._White__Black_and_White_Again,human,soln1,00000,306_C._White__Black_and_White_Again,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0096_1320_F._Blocks_and_Sensors,human,soln1,00000,1320_F._Blocks_and_Sensors,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0096_1320_F._Blocks_and_Sensors,human,soln1,00000,1320_F._Blocks_and_Sensors,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0096_1320_F._Blocks_and_Sensors,human,soln1,00000,1320_F._Blocks_and_Sensors,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0096_1320_F._Blocks_and_Sensors,human,soln1,00000,1320_F._Blocks_and_Sensors,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this lambda
human/soln1/00000/0096_1320_F._Blocks_and_Sensors,human,soln1,00000,1320_F._Blocks_and_Sensors,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this lambda
human/soln1/00000/0096_1320_F._Blocks_and_Sensors,human,soln1,00000,1320_F._Blocks_and_Sensors,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this lambda
human/soln1/00000/0009_1227_D1._Optimal_Subsequences__Easy_Version_,human,soln1,00000,1227_D1._Optimal_Subsequences__Easy_Version_,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0044_70_C._Lucky_Tickets,human,soln1,00000,70_C._Lucky_Tickets,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0044_70_C._Lucky_Tickets,human,soln1,00000,70_C._Lucky_Tickets,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0044_70_C._Lucky_Tickets,human,soln1,00000,70_C._Lucky_Tickets,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0044_70_C._Lucky_Tickets,human,soln1,00000,70_C._Lucky_Tickets,modernize-avoid-c-arrays,modernize,Warning,"do not declare C-style arrays, use 'std::array' instead"
human/soln1/00000/0044_70_C._Lucky_Tickets,human,soln1,00000,70_C._Lucky_Tickets,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0044_70_C._Lucky_Tickets,human,soln1,00000,70_C._Lucky_Tickets,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0044_70_C._Lucky_Tickets,human,soln1,00000,70_C._Lucky_Tickets,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this function
human/soln1/00000/0044_70_C._Lucky_Tickets,human,soln1,00000,70_C._Lucky_Tickets,bugprone-narrowing-conversions,bugprone,Warning,"narrowing conversion from 'typename iterator_traits<__gnu_cxx::__normal_iterator<int *, std::vector<int, std::allocator<int>>>>::difference_type' (aka 'long') to signed type 'int' is implementation-de"
human/soln1/00000/0044_70_C._Lucky_Tickets,human,soln1,00000,70_C._Lucky_Tickets,bugprone-narrowing-conversions,bugprone,Warning,"narrowing conversion from 'typename iterator_traits<__gnu_cxx::__normal_iterator<int *, std::vector<int, std::allocator<int>>>>::difference_type' (aka 'long') to signed type 'int' is implementation-de"
human/soln1/00000/0125_621_D._Rat_Kwesh_and_Cheese,human,soln1,00000,621_D._Rat_Kwesh_and_Cheese,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this lambda
human/soln1/00000/0125_621_D._Rat_Kwesh_and_Cheese,human,soln1,00000,621_D._Rat_Kwesh_and_Cheese,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this lambda
human/soln1/00000/0125_621_D._Rat_Kwesh_and_Cheese,human,soln1,00000,621_D._Rat_Kwesh_and_Cheese,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this lambda
human/soln1/00000/0125_621_D._Rat_Kwesh_and_Cheese,human,soln1,00000,621_D._Rat_Kwesh_and_Cheese,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this lambda
human/soln1/00000/0125_621_D._Rat_Kwesh_and_Cheese,human,soln1,00000,621_D._Rat_Kwesh_and_Cheese,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this lambda
human/soln1/00000/0125_621_D._Rat_Kwesh_and_Cheese,human,soln1,00000,621_D._Rat_Kwesh_and_Cheese,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this lambda
human/soln1/00000/0125_621_D._Rat_Kwesh_and_Cheese,human,soln1,00000,621_D._Rat_Kwesh_and_Cheese,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this lambda
human/soln1/00000/0125_621_D._Rat_Kwesh_and_Cheese,human,soln1,00000,621_D._Rat_Kwesh_and_Cheese,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this lambda
human/soln1/00000/0125_621_D._Rat_Kwesh_and_Cheese,human,soln1,00000,621_D._Rat_Kwesh_and_Cheese,modernize-use-trailing-return-type,modernize,Warning,use a trailing return type for this lambda
human/soln1/00000/0125_621_D._Rat_Kwesh_and_Cheese,human,soln1,00000,621_D._Rat_Kwesh_and_Cheese,performance-for-range-copy,performance,Warning,loop variable is copied but only used as const reference; consider making it a const reference
human/soln1/00000/0125_621_D._Rat_Kwesh_and_Cheese,human,soln1,00000,621_D._Rat_Kwesh_and_Cheese,performance-inefficient-vector-operation,performance,Warning,'push_back' is called inside a loop; consider pre-allocating the container capacity before the loop
